flags,utterance,category,intent,intent_encoded,category_encoded
BEM,I do not know how to find the invoices from July,INVOICE,check_invoice,4,5
BL,help me see the status of my subscription to your newsletter,NEWSLETTER,newsletter_subscription,17,6
BM,I don't know what to do to take a quick look at my invoices,INVOICE,check_invoice,4,5
BIL,how can I make a complaint?,FEEDBACK,complaint,7,4
BI,under what circumstances can I ask to be refunded?,REFUND,check_refund_policy,6,9
B,check order ETA,ORDER,track_order,25,7
BI,can you help me to cancel the last order I have made?,ORDER,cancel_order,0,7
BI,can you help me leave a review?,FEEDBACK,review,22,4
B,talk to customer service,CONTACT,contact_customer_service,8,2
BIM,can you help me buy several of your item?,ORDER,place_order,19,7
BI,how can I find information about delivery periods?,DELIVERY,delivery_period,13,3
BCELQZ,ihave not registered yet i wanna open a user account,ACCOUNT,create_account,10,0
BL,I need help to speak to customer support,CONTACT,contact_customer_service,8,2
BILQ,where can i find information about my account cancellation,ACCOUNT,delete_account,11,0
BIM,how do I remove several items?,ORDER,change_order,1,7
B,help me editing my personal information,ACCOUNT,edit_account,14,0
B,I don't know how I can check how long the delivery takes,DELIVERY,delivery_period,13,3
BM,I want to buy a few of your item,ORDER,place_order,19,7
BILM,can you give me information about account removals?,ACCOUNT,delete_account,11,0
B,I need to use another account,ACCOUNT,switch_account,24,0
B,I need assistance recovering my password,ACCOUNT,recover_password,20,0
BLQ,want help modifying my user account,ACCOUNT,edit_account,14,0
BCELQZ,uare not helpful at all need help to speak with someody,CONTACT,contact_human_agent,9,2
BI,is it possible to get my invoice?,INVOICE,get_invoice,15,5
B,help me solving a payment issue,PAYMENT,payment_issue,18,8
B,checking ETA of order,ORDER,track_order,25,7
B,help to add an item,ORDER,change_order,1,7
BIP,could you help me to check my refund status?,REFUND,track_refund,26,9
BL,I have to speak with someone,CONTACT,contact_human_agent,9,2
BEP,I do not know how I could report a payment issue,PAYMENT,payment_issue,18,8
BK,get invoice,INVOICE,get_invoice,15,5
B,I need to check at what time customer service available is,CONTACT,contact_customer_service,8,2
BELQ,i do not know how to call customer assistance,CONTACT,contact_customer_service,8,2
BM,I need help getting refunds,REFUND,get_refund,16,9
BLQ,i want help checking the termination fee,CANCELLATION_FEE,check_cancellation_fee,3,1
BIP,could you help me talk to an agent?,CONTACT,contact_human_agent,9,2
B,I want to make a purchase,ORDER,place_order,19,7
B,assistance cancelling the last order,ORDER,cancel_order,0,7
BL,list the payment options,PAYMENT,check_payment_methods,5,8
BCELMQ,i cannot sign up i need help reporting registration issues,ACCOUNT,registration_problems,21,0
BI,can you help me to track my order?,ORDER,track_order,25,7
BI,can you help me deleting my account?,ACCOUNT,delete_account,11,0
B,help me to set a new shipping address up,SHIPPING_ADDRESS,set_up_shipping_address,23,10
B,I call to submit some feedback for your services,FEEDBACK,review,22,4
BIM,how do I check what delivery options I can choose?,DELIVERY,delivery_options,12,3
BIMP,could you help me solve payment issues?,PAYMENT,payment_issue,18,8
BM,tell me about order cancelations,ORDER,cancel_order,0,7
B,help to cancel my order,ORDER,cancel_order,0,7
B,I need to edit my personal information,ACCOUNT,edit_account,14,0
BM,help me report an issue with payments,PAYMENT,payment_issue,18,8
BIP,could you help me check the status of the refund?,REFUND,track_refund,26,9
BLQ,help signing up to ur company newsletter,NEWSLETTER,newsletter_subscription,17,6
B,checking your money back policy,REFUND,check_refund_policy,6,9
BI,what do I need to do to track an order?,ORDER,track_order,25,7
B,I don't know how to get a refund of money,REFUND,get_refund,16,9
BILQ,is it possible to remove my gold account,ACCOUNT,delete_account,11,0
B,assistance to check my order ETA,ORDER,track_order,25,7
B,I don't know how to report an issue with payment,PAYMENT,payment_issue,18,8
BM,I want help to solve issues with payments,PAYMENT,payment_issue,18,8
BL,I don't know what to do to see the available payment methods,PAYMENT,check_payment_methods,5,8
BIM,can you help me to change some items of an order?,ORDER,change_order,1,7
BEM,I am looking for the delivery period,DELIVERY,delivery_period,13,3
BI,where do I get the invoice from last month?,INVOICE,get_invoice,15,5
BIP,could I check the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee,3,1
B,I can't track an order,ORDER,track_order,25,7
BL,I am trying to see what hours customer support available is,CONTACT,contact_customer_service,8,2
BM,I need help checking if there is any updates on my refund,REFUND,track_refund,26,9
BK,status of refund,REFUND,track_refund,26,9
BE,I do not know what I need to do to track my last order,ORDER,track_order,25,7
BI,is it possible to cancel an order I have made?,ORDER,cancel_order,0,7
BL,help to lodge a customer claim,FEEDBACK,complaint,7,4
BI,how can I check the status of my refund?,REFUND,track_refund,26,9
B,I don't know how I can get the invoice from last month,INVOICE,get_invoice,15,5
BM,I have issues trying to change my shipping address,SHIPPING_ADDRESS,change_shipping_address,2,10
B,I don't know what I need to do to contact an agent,CONTACT,contact_human_agent,9,2
B,I have to get a refund,REFUND,get_refund,16,9
BI,how can I check my refund status?,REFUND,track_refund,26,9
BM,I have to find my invoices,INVOICE,check_invoice,4,5
BI,can you give me information about a forgotten password?,ACCOUNT,recover_password,20,0
BIMP,could you help me solve issues with payments?,PAYMENT,payment_issue,18,8
BIP,where could I check your allowed payment methods?,PAYMENT,check_payment_methods,5,8
BIP,could you show me my order ETA?,ORDER,track_order,25,7
B,I have to make an order,ORDER,place_order,19,7
B,I want assistance to set up a new shipping address,SHIPPING_ADDRESS,set_up_shipping_address,23,10
BM,I try to get the invoices from 11 purchases ago,INVOICE,get_invoice,15,5
B,I want to leave a review,FEEDBACK,review,22,4
B,I have to contact an agent,CONTACT,contact_human_agent,9,2
BI,where to set a new shipping address up?,SHIPPING_ADDRESS,set_up_shipping_address,23,10
BM,I don't know what to do to get the invoices from August,INVOICE,get_invoice,15,5
BLQW,i dont know what to do to restore my goddamn account pass,ACCOUNT,recover_password,20,0
BMP,I don't know how I could report an issue with payments,PAYMENT,payment_issue,18,8
BI,what do I need to do to leave a review for your services?,FEEDBACK,review,22,4
B,send me the invoice,INVOICE,get_invoice,15,5
BM,help me checking what delivery options I have,DELIVERY,delivery_options,12,3
BI,is it possible to set up another shipping address?,SHIPPING_ADDRESS,set_up_shipping_address,23,10
BM,I am trying to check what delivery options I have,DELIVERY,delivery_options,12,3
B,help to get the invoice from September,INVOICE,get_invoice,15,5
B,assistance checking when will my item arrive,DELIVERY,delivery_period,13,3
BLZ,I want to know more about updating the delivery addresxs,SHIPPING_ADDRESS,change_shipping_address,2,10
B,I have an issue trying to change my shipping address,SHIPPING_ADDRESS,change_shipping_address,2,10
BM,I am calling to check what delivery options I can choose,DELIVERY,delivery_options,12,3
B,help me track an order,ORDER,track_order,25,7
BI,where to submit some feedback?,FEEDBACK,review,22,4
BIP,could you tell me what hours customer service available is?,CONTACT,contact_customer_service,8,2
B,show me at what time I can contact customer service,CONTACT,contact_customer_service,8,2
BEM,I do not know how I can check the invoices,INVOICE,check_invoice,4,5
BI,what do I need to do to buy something?,ORDER,place_order,19,7
BL,making customer claim against your company,FEEDBACK,complaint,7,4
BKM,help with payments,PAYMENT,payment_issue,18,8
BP,I would like to know more about delivery period,DELIVERY,delivery_period,13,3
BCELQWZ,i cannot understand ya i have got tocontact a goddamn person,CONTACT,contact_human_agent,9,2
BIP,how could I find information about a password recovery?,ACCOUNT,recover_password,20,0
BIM,how to buy several of your item?,ORDER,place_order,19,7
B,I want information about a forgotten password,ACCOUNT,recover_password,20,0
B,I am trying to check the status of my refund,REFUND,track_refund,26,9
BIP,could I set a new shipping address up?,SHIPPING_ADDRESS,set_up_shipping_address,23,10
BI,can you help me to leave a review for a service?,FEEDBACK,review,22,4
B,I want to know more about changing the shipping address,SHIPPING_ADDRESS,change_shipping_address,2,10
BLQ,want help to check at what time I can call customer support,CONTACT,contact_customer_service,8,2
BILQ,can ya tell me more about a pin code recovery,ACCOUNT,recover_password,20,0
BLQ,making complaint against ur company,FEEDBACK,complaint,7,4
BCLZ,"I have got to see the allowed payment methods , help me",PAYMENT,check_payment_methods,5,8
BP,I don't know how I could check my order ETA,ORDER,track_order,25,7
B,I need help deleting the account,ACCOUNT,delete_account,11,0
B,I want help tracking my last order,ORDER,track_order,25,7
BI,what payment methods are available?,PAYMENT,check_payment_methods,5,8
B,I don't know what I need to do to switch user,ACCOUNT,switch_account,24,0
BLQW,i have an issue trying to edit my goddamn delivery address,SHIPPING_ADDRESS,change_shipping_address,2,10
BELQZ,i do not know what to do to correct my shipping  address,SHIPPING_ADDRESS,change_shipping_address,2,10
BLQ,i dont know how to change to a different user account,ACCOUNT,switch_account,24,0
BM,issues setting a new shipping address up,SHIPPING_ADDRESS,set_up_shipping_address,23,10
BIM,is it possible to check the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee,3,1
BM,help me solve payment issues,PAYMENT,payment_issue,18,8
B,I need assistance to edit the information on my account,ACCOUNT,edit_account,14,0
BE,I do not know how I can set a new shipping address up,SHIPPING_ADDRESS,set_up_shipping_address,23,10
BIP,where could I make an order?,ORDER,place_order,19,7
BM,I want to know about order cancellations,ORDER,cancel_order,0,7
BIMP,would you give me information about user account deletions?,ACCOUNT,delete_account,11,0
BI,can you help me check my invoice?,INVOICE,check_invoice,4,5
BI,how do I register?,ACCOUNT,create_account,10,0
B,I need assistance to remove an item,ORDER,change_order,1,7
BL,help checking at what time customer assistance available is,CONTACT,contact_customer_service,8,2
BE,I do not know how I can cancel the order I made,ORDER,cancel_order,0,7
BIM,where do I check the invoices from my last purchase?,INVOICE,check_invoice,4,5
BP,I don't know how I could make an order,ORDER,place_order,19,7
BIP,could you help me to delete my account?,ACCOUNT,delete_account,11,0
BIP,would it be possible to delete the account?,ACCOUNT,delete_account,11,0
BP,I would like to check the refund status,REFUND,track_refund,26,9
B,I want assistance to check how long refunds usually take,REFUND,check_refund_policy,6,9
BI,when will I get a refund?,REFUND,get_refund,16,9
BI,where do I set up a different shipping address?,SHIPPING_ADDRESS,set_up_shipping_address,23,10
BE,I cannot check my order ETA,ORDER,track_order,25,7
B,I try to leave a review for your services,FEEDBACK,review,22,4
BMQ,need help checking the cancellation fees,CANCELLATION_FEE,check_cancellation_fee,3,1
B,I want help trying to change my shipping address,SHIPPING_ADDRESS,change_shipping_address,2,10
BKL,make consumer claim against your company,FEEDBACK,complaint,7,4
B,help taking a quick look at the invoice from October,INVOICE,check_invoice,4,5
BM,I am calling to get the invoices from five purchases ago,INVOICE,get_invoice,15,5
B,I want to know more about changing my shipping address,SHIPPING_ADDRESS,change_shipping_address,2,10
BE,I do not know how to get the invoice from April,INVOICE,get_invoice,15,5
BILQ,how to talk with somebody,CONTACT,contact_human_agent,9,2
BEP,I do not know how I could get a refund,REFUND,get_refund,16,9
BILQ,what do i need to do to report a signup issue,ACCOUNT,registration_problems,21,0
BK,use another account,ACCOUNT,switch_account,24,0
